,player_name,birth_date,Club Team,nationality,position,minutes_played,shots_per90,shots_on_target_per90,goals_per90,xgoals_per90,xplace_per90,key_passes_per90,primary_assists_per90,xassists_per90,xgoals_plus_xassists_per90,points_added_per90,xpoints_added_per90,attempted_passes_per90,passes_completed_over_expected_per90,Dribbling_goals_added_raw_per90,Dribbling_goals_added_above_avg_per90,Dribbling_count_actions_per90,Fouling_goals_added_raw_per90,Fouling_goals_added_above_avg_per90,Fouling_count_actions_per90,Interrupting_goals_added_raw_per90,Interrupting_goals_added_above_avg_per90,Interrupting_count_actions_per90,Passing_goals_added_raw_per90,Passing_goals_added_above_avg_per90,Passing_count_actions_per90,Receiving_goals_added_raw_per90,Receiving_goals_added_above_avg_per90,Receiving_count_actions_per90,Shooting_goals_added_raw_per90,Shooting_goals_added_above_avg_per90,Shooting_count_actions_per90,passes_completed_over_expected_p100passes,goalsAdded_raw_per90,goalsAdded_above_avg_per90
DeJuan Jones,DeJuan Jones,1997-06-24,New England Revolution,USA,FB,2579,0.34897246994959286,0.244280728964715,0.03489724699495929,0.04866072120977123,0.004072508724311749,0.8375339278790229,0.17448623497479643,0.0746626599457154,0.12332338115548662,0.003395502132609539,0.022641333850329588,56.7429236138038,1.207196975571927,0.02429895308259015,0.017200853043815433,19.64715005816208,-0.00017797595967429237,0.0039189608375339285,1.6401706087630865,0.060072120977122924,0.0028441256300891816,13.295851105079489,0.023070569988367585,-0.012981775882124853,56.7429236138038,0.021678169833268708,-0.0016157425358666148,41.00426521907716,0.011184567661884451,-0.0010189996122528112,0.34897246994959286,2.1275,0.14012640558355952,0.008347421481194266
Mark-Anthony Kaye,Mark-Anthony Kaye,1994-12-02,,Canada,DM,2954,0.48747461069735953,0.15233581584292485,0.06093432633716994,0.06238456330399459,-0.013469532836831416,0.5788761002031144,0.09140148950575491,0.03752640487474611,0.09990792146242383,0.011738997968855788,0.02232024373730535,52.58632362897766,-0.06978503723764387,-0.004323290453622207,-0.013079553148273528,14.319566689234936,-0.00910358835477319,-0.007153689911983751,2.6506431956668925,0.06964488828706838,0.004637102234258632,14.685172647257955,0.016958023019634394,-0.01901150981719702,52.58632362897766,0.02061712931618145,-0.013106973595125256,42.7758970886933,0.013283683141503048,-0.007260324983073799,0.48747461069735953,-0.1327,0.10707684495599189,-0.054974949221394724
Fabian Herbers,Fabian Herbers,1993-08-17,Chicago Fire FC,Germany,DM,2172,1.0773480662983426,0.4558011049723757,0.16574585635359115,0.12271408839779006,-0.0187085635359116,0.8287292817679558,0.08287292817679558,0.11758011049723757,0.24029005524861882,0.13009806629834253,0.08444751381215469,38.908839779005525,0.6090248618784531,-0.0035138121546961325,-0.015662983425414365,12.969613259668508,-0.011979281767955803,-0.013508287292817679,2.610497237569061,0.07194613259668509,0.014610497237569062,10.069060773480663,0.016802486187845307,-0.007044198895027625,38.908839779005525,0.05944889502762432,0.004259668508287293,32.07182320441989,0.02982596685082873,0.0006339779005524862,1.0773480662983426,1.5653000000000001,0.1625303867403315,-0.016711325966850824
Arnaud Souquet,Arnaud Souquet,1992-02-12,Chicago Fire FC,France,FB,2026,0.3998025666337611,0.08884501480750247,0,0.01819101678183613,-0.015561204343534057,0.577492596248766,0.1332675222112537,0.05483070088845014,0.07302171767028628,0,0.010417077986179664,42.379072063178675,0.17273247778874629,0.005854886475814412,-0.00041312931885488654,11.727541954590325,-0.0152324777887463,-0.01021273445212241,2.976307996051333,0.04522655478775913,-0.013642152023692006,10.883514313919052,0.030273938795656468,-0.008178183613030604,42.379072063178675,0.010856860809476803,-0.009604146100691017,29.585389930898323,0.00738746298124383,-0.0034294175715695956,0.3998025666337611,0.4076,0.08436722606120435,-0.045479763079960524
Noah Allen,Noah Allen,2004-04-28,Inter Miami CF,USA,FB,1415,0.5724381625441696,0.254416961130742,0.0636042402826855,0.04469469964664311,0.030447349823321555,0.4452296819787986,0.127208480565371,0.037844522968197875,0.08253922261484099,0.037399293286219076,0.03103250883392226,53.17314487632509,-0.17033851590106008,-0.005495406360424029,-0.012002120141342757,14.756183745583039,-0.00010176678445229684,0.004496819787985866,1.0812720848056536,0.054394346289752656,-0.004414134275618375,11.512367491166078,0.004802120141342756,-0.03245088339222615,53.17314487632509,0.02121201413427562,-0.003142049469964664,39.371024734982335,0.01502332155477032,0.0023915194346289755,0.5724381625441696,-0.32030000000000003,0.08983462897526504,-0.045120848056537106
Brandon Bye,Brandon Bye,1995-11-29,New England Revolution,USA,FB,1832,0.5403930131004366,0.0982532751091703,0.0982532751091703,0.06268558951965066,-0.010601528384279477,0.9334061135371179,0.04912663755458515,0.10839792576419215,0.1710835152838428,0.07392576419213973,0.03857423580786026,48.34061135371179,-0.6074115720524017,0.005870633187772926,-0.001267467248908297,13.116812227074236,-0.0014001091703056768,0.0028002183406113535,1.277292576419214,0.08413919213973799,0.02737336244541485,11.004366812227074,0.035882096069868995,-0.0005207423580786026,48.34061135371179,0.035071506550218345,0.014487445414847162,32.57096069868996,0.008734716157205242,-0.0022254366812227075,0.5403930131004366,-1.2565,0.16829803493449783,0.040647379912663754
Cameron Harper,Cameron Harper,2001-11-19,New York Red Bulls,USA,FB,2463,1.169305724725944,0.32886723507917176,0.0730816077953715,0.09691717417783191,-0.0430231425091352,0.876979293544458,0.0730816077953715,0.10425456760048721,0.20117539585870886,0.07050548112058465,0.07049451887941535,35.956151035322776,-1.2680097442143727,0.031026796589524973,0.02171619975639464,18.343483556638247,0.0004311814859926919,0.0003252131546894032,2.009744214372716,0.059886723507917176,0.007929354445797808,10.633373934226553,0.01740438489646772,-0.006628501827040195,35.956151035322776,0.03726065773447016,-0.010242387332521316,26.49208282582217,0.026981729598051157,0.003971985383678441,1.169305724725944,-3.5265,0.17299147381242386,0.017071863580998783
Rasmus Alm,Rasmus Alm,1995-08-17,St. Louis City SC,Sweden,W,1213,0.964550700741962,0.5935696619950536,0.2225886232481451,0.1308598516075845,-0.0037840065952184673,1.3355317394888706,0.1483924154987634,0.1823446001648805,0.313204451772465,0.1347106347897774,0.10621929101401484,22.555647155812036,-1.5785094806265458,0.007449299258037922,-0.002003297609233306,8.606760098928277,0.004051112943116241,-0.004288540807914262,3.0420445177246496,0.041742786479802146,-0.0007345424567188789,8.161582852431987,-0.008450948062654576,-0.008161582852431987,22.555647155812036,0.09304204451772465,-0.01289530090684254,19.29101401483924,0.03012366034624897,-0.017042868920032976,0.964550700741962,-6.9983,0.16795795548227535,-0.04512613355317395
Tomás Chancalay,Tomás Chancalay,1999-01-01,New England Revolution,Argentina,W,1112,3.723021582733813,1.1330935251798562,0.4856115107913669,0.28251258992805756,0.00038848920863309355,0.6474820143884892,0,0.0818093525179856,0.3643219424460432,0.29820593525179856,0.18890287769784173,34.47841726618705,-1.4746969424460432,0.045307553956834536,0.033952338129496405,24.037769784172664,-0.0009874100719424461,-0.010448741007194244,2.5899280575539567,0.041155575539568355,0.0001618705035971223,6.717625899280575,-0.009032374100719425,-0.007316546762589929,34.47841726618705,0.06250629496402878,-0.046707733812949646,35.69244604316547,0.0930431654676259,0.0435431654676259,3.723021582733813,-4.2772,0.2319928057553957,0.01318435251798561
Brian Gutierrez,Brian Gutierrez,2003-06-17,Chicago Fire FC,USA,W,2610,1.5862068965517242,0.41379310344827586,0.06896551724137931,0.14559310344827586,-0.05558620689655173,1.4482758620689655,0.20689655172413793,0.15759655172413792,0.3031896551724138,0.04206896551724138,0.0933896551724138,34.275862068965516,-0.5375,-0.0055000000000000005,-0.01980689655172414,14.89655172413793,0.019624137931034482,0.011310344827586206,2.9310344827586206,0.04449310344827586,-0.00005517241379310345,7.172413793103448,0.026213793103448273,0.01056551724137931,34.275862068965516,0.0998206896551724,0.012548275862068964,31.96551724137931,0.03246206896551724,-0.011472413793103448,1.5862068965517242,-1.5682,0.21711379310344825,0.00308965517241379
Damir Kreilach,Damir Kreilach,1989-04-16,Real Salt Lake,Croatia,ST,1471,2.263766145479266,0.6730115567641061,0.24473147518694766,0.23956764106050304,0.006203942895989124,0.36709721278042146,0.061182868796736914,0.03291638341264446,0.2724840244731475,0.06832290958531612,0.14593949694085656,29.061862678450034,0.6488932698844324,0.003909585316111489,0.013197144799456153,6.363018354860639,-0.011361658735554045,-0.0232556084296397,2.3861318830727396,0.020459551325628825,-0.012781101291638343,3.548606390210741,-0.06835350101971448,-0.04880557443915704,29.061862678450034,0.1320693405846363,-0.03245751189666893,29.857239972807612,0.061874235214140046,0.00005506458191706322,2.263766145479266,2.2328,0.13859755268524812,-0.1040475866757308
Júnior Moreno,Júnior Moreno,1993-07-20,FC Cincinnati,Venezuela,CM,2876,0.4381084840055633,0.12517385257301808,0.12517385257301808,0.03528650904033379,-0.0003129346314325452,0.5006954102920723,0.09388038942976357,0.036118915159944365,0.07140229485396384,0.09785152990264255,0.021320236439499304,40.43115438108484,1.377003129346314,-0.006133518776077886,-0.0131557719054242,7.604311543810849,0.0026943671766342142,0.002497218358831711,1.7837273991655076,0.09863386648122392,0.038034075104311546,9.920027816411682,0.015274339360222532,-0.012019819193324063,40.43115438108484,0.013584492350486787,-0.031049374130737134,32.32614742698192,0.00929728789986092,-0.015759388038942976,0.4381084840055633,3.4058,0.13335083449235047,-0.031453059805285115
Dairon Asprilla,Dairon Asprilla,1992-05-25,Portland Timbers FC,Colombia,W,1601,1.9675202998126171,0.5059337913803873,0.2810743285446596,0.15916114928169894,0.028849469081823863,1.0118675827607746,0.2810743285446596,0.14062148657089318,0.2997826358525921,0.21655090568394753,0.12199188007495317,28.16364772017489,-0.677366645846346,-0.04101436602123673,-0.05731667707682699,16.920674578388507,-0.0035808869456589636,-0.011512804497189258,3.204247345409119,0.05041911305434104,0.005632729544034979,7.307932542161149,-0.021816989381636478,-0.025802623360399752,28.16364772017489,0.11833791380387258,0.027899437851342912,30.24359775140537,0.042430980637101816,-0.0018888194878201128,1.9675202998126171,-2.4051,0.14477576514678325,-0.06298875702685823
Romell Quioto,Romell Quioto,1991-08-09,CF Montréal,Honduras,ST,883,2.242355605889015,0.9173272933182333,0.3057757644394111,0.36076443941109854,-0.05303171007927519,0.6115515288788222,0.10192525481313704,0.05834201585503964,0.4191064552661382,0.10490147225368061,0.20623556058890147,24.258210645526614,0.08244733861834655,0.030750849377123444,0.037223103057757646,12.02718006795017,0.001579841449603624,-0.009845979614949039,1.6308040770101926,0.013831257078142697,-0.020385050962627407,2.548131370328426,-0.02157757644394111,0.0013148357870894677,24.258210645526614,0.1123114382785957,-0.04791506228765573,25.583238958097397,0.04886296715741789,-0.011792751981879955,2.242355605889015,0.33990000000000004,0.18575877689694226,-0.05140090600226502
Alonso Coello,Alonso Coello,1999-10-12,Toronto FC,Spain,DM,1408,0.3835227272727273,0.06392045454545454,0,0.018038352272727272,0.013979403409090908,0.5752840909090909,0,0.023848721590909092,0.04188707386363636,0,0.013723721590909092,64.43181818181819,0.6454048295454545,0.016293323863636366,0.007095170454545455,17.833806818181817,-0.018696732954545457,-0.017725142045454546,1.2144886363636365,0.10326349431818181,0.039860795454545454,14.446022727272727,0.06015553977272727,0.024750000000000005,64.43181818181819,0.01419034090909091,-0.023452414772727272,54.52414772727273,0.006986505681818183,-0.015487926136363638,0.3835227272727273,1.0017,0.1821924715909091,0.015040482954545457
Maximiliano Morález,Maximiliano Morález,1987-02-26,New York City FC,Argentina,AM,346,1.8208092485549132,0.5202312138728323,0,0.17313294797687864,-0.13102023121387285,2.0809248554913293,0,0.15375433526011562,0.32688728323699423,0,0.09756936416184973,60.08670520231214,2.8303179190751444,0.0006502890173410405,-0.012615606936416186,20.809248554913296,0.010690751445086705,0.0009364161849710983,2.861271676300578,0.07382080924855491,0.03173410404624277,7.283236994219653,0.05207514450867052,0.028144508670520228,60.08670520231214,0.09772543352601157,0.007179190751445088,51.50289017341041,0.05485838150289018,0.008635838150289017,1.8208092485549132,4.7104,0.2898208092485549,0.06401445086705201
Paxton Pomykal,Paxton Pomykal,1999-12-17,FC Dallas,USA,CM,1984,0.49899193548387094,0.13608870967741934,0,0.017773185483870968,-0.004132560483870968,0.7258064516129032,0.0907258064516129,0.09543901209677419,0.11321219758064517,0,0.010211189516129033,41.733870967741936,0.29366582661290325,0.015827116935483873,0.0068679435483870975,12.883064516129032,0.00014516129032258066,-0.0008891129032258065,3.901209677419355,0.07213155241935484,0.012796875000000001,11.340725806451612,0.018920866935483872,-0.013019153225806452,41.733870967741936,0.032384576612903226,-0.014012600806451614,35.065524193548384,0.012497479838709679,-0.014076108870967743,0.49899193548387094,0.7037,0.1519067540322581,-0.022332157258064516
Bill Tuiloma,Bill Tuiloma,1995-03-27,Charlotte FC,New Zealand,CB,1515,0.3564356435643564,0.1188118811881188,0,0.014126732673267327,-0.00904752475247525,0.0594059405940594,0,0.001627722772277228,0.015754455445544553,0,0.007811881188118813,49.306930693069305,0.22514257425742576,-0.0019544554455445543,-0.004930693069306931,8.554455445544555,-0.0037188118811881193,0.004407920792079208,1.4257425742574257,0.04500594059405941,-0.02181980198019802,12,0.051938613861386144,0.005744554455445546,49.306930693069305,0.006807920792079208,-0.0132,36.59405940594059,0.003611881188118812,-0.006683168316831683,0.3564356435643564,0.4566,0.10169108910891089,-0.03648118811881188
Evander,Evander,1998-06-09,Portland Timbers FC,Brazil,AM,2409,2.727272727272727,1.1207970112079702,0.33623910336239105,0.25400249066002495,0.029518057285180577,1.8306351183063512,0.149439601494396,0.12885056039850562,0.3828567870485679,0.15803237858032382,0.14327521793275216,41.3200498132005,0.3285242839352428,0.01802615193026152,0.011772104607721046,16.77459526774595,-0.003915317559153176,-0.010445828144458283,2.4657534246575343,0.029103362391033623,-0.018571606475716068,6.575342465753424,0.044185554171855546,0.02275591531755915,41.3200498132005,0.06945579078455791,-0.0157173100871731,34.52054794520548,0.055557907845579076,0.014865504358655043,2.727272727272727,0.7951,0.2124134495641345,0.004658779576587788
Kyle Smith,Kyle Smith,1992-01-09,Orlando City SC,USA,FB,1742,0.4133180252583238,0.1549942594718714,0.05166475315729047,0.04900401836969001,-0.0006613088404133181,0.5683122847301951,0.10332950631458095,0.05634557979334098,0.10534959816303101,0.029319747416762344,0.018785304247990818,49.23650975889782,-0.8140918484500573,-0.003378874856486797,-0.010668771526980482,11.262916188289323,-0.015974741676234215,-0.012053386911595868,1.4466130884041333,0.05929047072330654,0.0025470723306544206,11.934557979334098,0.04040700344431687,0.004799655568312285,49.23650975889782,0.020991389207807118,-0.0022370838117106774,35.18369690011481,0.013696326061997706,0.001508610792192882,0.4133180252583238,-1.6534,0.11503157290470722,-0.016103903559127438
Walker Zimmerman,Walker Zimmerman,1993-05-19,Nashville SC,USA,CB,2271,0.5151915455746368,0.15852047556142668,0.07926023778071334,0.06840554821664466,-0.014579920739762218,0.31704095112285335,0.03963011889035667,0.05707926023778072,0.12548480845442536,0.042424042272126816,0.0466446499339498,45.53500660501982,0.3322985468956407,0.006816380449141348,0.005124174372523118,7.965653896961691,-0.0061941875825627475,0.0031426684280052844,1.2681638044914134,0.115442536327609,0.04552311756935271,14.940554821664465,0.03993527080581242,-0.009273447820343462,45.53500660501982,0.03508058124174373,0.015253632760898285,34.24042272126816,0.018000000000000002,0.00791017173051519,0.5151915455746368,0.7298,0.20908058124174372,0.06768031704095112
Corentin Jean,Corentin Jean,1995-07-15,Inter Miami CF,France,W,899,1.4015572858731924,0.7007786429365962,0.10011123470522804,0.09420467185761959,0.05497107897664072,1.7018909899888766,0,0.08514460511679645,0.17935928809788654,0.058855394883203564,0.09217241379310345,34.33815350389322,0.5411412680756396,-0.02452725250278087,-0.03797219132369299,13.114571746384872,0.007358175750834262,-0.0004605116796440489,2.402669632925473,0.06876640711902114,0.02409677419354839,7.4082313681868746,-0.017459399332591767,-0.020192436040044497,34.33815350389322,0.05085650723025584,-0.043308120133481655,31.03448275862069,0.03591991101223582,-0.008779755283648497,1.4015572858731924,1.5759,0.12091434927697442,-0.0866162402669633
Dylan Borrero,Dylan Borrero,2002-01-05,New England Revolution,Colombia,W,546,2.6373626373626373,1.1538461538461537,0.32967032967032966,0.2114010989010989,0.03474725274725275,0.989010989010989,0,0.13706043956043956,0.34844505494505496,0.1727802197802198,0.13771978021978024,34.94505494505494,-0.5742362637362637,-0.012181318681318682,-0.015296703296703297,22.417582417582416,0.00398901098901099,-0.00510989010989011,1.978021978021978,0.10373076923076925,0.06314835164835164,7.087912087912088,0.00454945054945055,0.01284065934065934,34.94505494505494,0.11012637362637363,-0.013434065934065934,35.76923076923077,0.05821978021978022,0.006956043956043956,2.6373626373626373,-1.6432,0.26843406593406594,0.04910439560439559
Miguel Berry,Miguel Berry,1997-09-16,Atlanta United FC,Spain,ST,1218,0.6650246305418719,0.22167487684729065,0.07389162561576355,0.05993349753694582,-0.02433251231527094,0.5911330049261084,0,0.04346305418719212,0.10339655172413793,0.016692118226600987,0.033967980295566504,10.714285714285714,0.2181871921182266,-0.02526354679802956,-0.011290640394088673,7.389162561576355,0.005527093596059114,-0.005394088669950738,1.7733990147783252,0.02349014778325123,-0.01084729064039409,2.8817733990147785,-0.014741379310344829,0.011024630541871921,10.714285714285714,0.050416256157635474,-0.12102709359605912,10.41871921182266,0.015871921182266012,-0.04580541871921182,0.6650246305418719,2.0364,0.055300492610837436,-0.18333990147783252
Georgios Koutsias,Georgios Koutsias,2004-02-08,Chicago Fire FC,Greece,ST,1155,1.4025974025974026,0.4675324675324675,0.23376623376623376,0.291374025974026,-0.05198961038961039,0.38961038961038963,0.07792207792207792,0.053555844155844155,0.3449298701298701,0.20611948051948054,0.22200000000000003,19.246753246753247,-0.7129168831168832,-0.02682077922077922,-0.023883116883116885,14.25974025974026,-0.0012467532467532467,-0.01186753246753247,2.0259740259740258,0.020735064935064936,-0.015545454545454546,5.376623376623376,-0.07262337662337663,-0.06027272727272728,19.246753246753247,0.16342597402597403,0.019722077922077922,20.103896103896105,0.05253506493506494,-0.003958441558441559,1.4025974025974026,-3.7041,0.1360051948051948,-0.09580519480519482
Andy Najar,Andy Najar,1993-03-16,D.C. United,Honduras,FB,1256,0.7882165605095541,0.07165605095541401,0,0.024312898089171975,-0.008405254777070064,0.7882165605095541,0,0.04911305732484077,0.0734187898089172,0,0.016122611464968153,43.42356687898089,1.62687898089172,0.028110668789808918,0.020271496815286626,18.05732484076433,0.00011464968152866244,0.0030095541401273886,2.4363057324840764,0.038214171974522294,-0.01718312101910828,12.468152866242038,0.0453797770700637,0.01088455414012739,43.42356687898089,0.020472133757961784,-0.0069219745222929945,31.313694267515924,0.016215764331210192,0.0018988853503184716,0.7882165605095541,3.7465,0.14850716560509555,0.011959394904458603
Alejandro Bedoya,Alejandro Bedoya,1987-04-29,Philadelphia Union,USA,CM,2505,1.0419161676646707,0.39520958083832336,0,0.09397365269461079,-0.04105149700598802,1.221556886227545,0.0718562874251497,0.08454970059880239,0.17852335329341315,0,0.07292335329341318,37.90419161676647,-0.36633413173652696,0.0071065868263473055,-0.0006610778443113773,10.491017964071856,-0.0011748502994011977,-0.000984431137724551,1.473053892215569,0.053669461077844316,-0.007875449101796408,9.017964071856287,0.03408502994011976,0.004886227544910179,37.90419161676647,0.08785868263473054,0.047737724550898204,30.97005988023952,0.025383233532934132,0.0016419161676646708,1.0419161676646707,-0.9665,0.20692814371257484,0.044744910179640725
Ralph Priso-Mbongue,Ralph Priso-Mbongue,2002-08-02,Colorado Rapids,Canada,DM,1174,0.22998296422487224,0,0,0.013614991482112437,-0.013614991482112437,0.5366269165247018,0,0.022844974446337308,0.036467632027257245,0,0.0047836456558773425,30.894378194207835,-0.4574744463373084,-0.002399488926746167,-0.010448892674616695,10.885860306643952,-0.024991482112436115,-0.024600511073253832,2.836456558773424,0.048020442930153326,-0.013385008517887565,10.195911413969336,-0.006769165247018739,-0.037195911413969336,30.894378194207835,0.011959114139693356,-0.03195229982964225,24.454855195911414,0.00013032367972742762,-0.024048551959114144,0.22998296422487224,-1.4808,0.025949744463373087,-0.1416311754684838
Pedro Vite,Pedro Vite,2002-03-09,Vancouver Whitecaps FC,Ecuador,CM,2547,1.0247349823321554,0.35335689045936397,0.1413427561837456,0.10885865724381627,-0.03078798586572438,1.0954063604240283,0,0.11137455830388693,0.22022968197879858,0.072660777385159,0.057293286219081266,44.69964664310954,1.4489434628975264,-0.0046077738515901065,-0.013113074204946997,12.579505300353357,0.0010777385159010601,-0.00372791519434629,2.2261484098939928,0.07135335689045937,0.020187279151943464,9.646643109540635,0.07014487632508835,0.05074911660777384,44.69964664310954,0.04285865724381625,-0.030844522968197882,39.25795053003534,0.020908127208480565,-0.015621908127208482,1.0247349823321554,3.2415,0.20173498233215548,0.0076289752650176585
Luquinhas,Luquinhas,1996-09-28,New York Red Bulls,Brazil,W,2490,1.6987951807228916,0.5060240963855421,0.10843373493975904,0.13122650602409638,0.0003831325301204819,1.3012048192771084,0.10843373493975904,0.11474819277108435,0.24597831325301203,0.0374566265060241,0.0816,22.55421686746988,-0.17101084337349398,0.040666265060240965,0.026208433734939758,19.373493975903614,0.029421686746987953,0.020960240963855424,3.433734939759036,0.048820481927710845,0.005103614457831326,7.807228915662651,0.031489156626506025,0.025268674698795183,22.55421686746988,0.06108795180722892,-0.03273975903614458,24,0.039451807228915656,-0.006018072289156627,1.6987951807228916,-0.7582,0.2509373493975904,0.03878313253012049
Facundo Farías,Facundo Farías,2002-08-28,Inter Miami CF,Argentina,W,923,2.2426868905742143,0.5850487540628385,0.29252437703141926,0.17556338028169013,0.005821235102925244,1.267605633802817,0.09750812567713976,0.15091332611050923,0.32647670639219933,0.14654496208017334,0.11563488624052004,41.14842903575298,-1.1438970747562296,0.0007410617551462623,-0.002622968580715059,23.49945828819068,0.004456121343445287,-0.005011917659804984,2.047670639219935,0.03065655471289274,-0.009321776814734561,3.5102925243770313,-0.036243770314192854,-0.030130010834236186,41.14842903575298,0.07705092091007583,-0.0467453954496208,42.903575297941494,0.05113326110509209,-0.0006630552546045505,2.2426868905742143,-2.7799,0.12779414951245935,-0.09449512459371615
Edwin Mosquera,Edwin Mosquera,2001-06-27,Atlanta United FC,Colombia,W,606,1.4851485148514851,0.8910891089108911,0.594059405940594,0.19981188118811882,0.17805445544554457,0.594059405940594,0,0.10733168316831684,0.3071287128712871,0.20257425742574256,0.08962871287128714,32.227722772277225,-1.1752722772277229,0.06181188118811881,0.0477920792079208,24.653465346534652,0.005910891089108912,-0.0022425742574257424,3.712871287128713,0.034618811881188115,-0.008495049504950494,5.346534653465347,0.003118811881188119,0.0017673267326732676,32.227722772277225,0.06951980198019803,-0.027014851485148518,35.79207920792079,0.04453960396039604,-0.000801980198019802,1.4851485148514851,-3.6468,0.21951980198019805,0.011004950495049508
Dax McCarty,Dax McCarty,1987-04-30,Nashville SC,USA,DM,2123,0.4239284032030146,0.04239284032030146,0.04239284032030146,0.018368817710786623,0.015397079604333492,0.8054639660857278,0.04239284032030146,0.05146490814884597,0.0698337258596326,0.025295807819123883,0.014316062176165803,46.674517192651905,0.07770183702308053,0.0031964201601507305,-0.0058756476683937825,8.6905322656618,-0.008092793217145549,-0.005655204898728216,1.8228921337729629,0.08982195007065473,0.02350682995760716,11.954780970325011,0.02029769194536034,-0.01653320772491757,46.674517192651905,0.016333961375412154,-0.014693358455016488,35.77955723033443,0.007813000471031561,-0.01159020254357042,0.4239284032030146,0.1665,0.12937023080546395,-0.03084079133301932
Duncan McGuire,Duncan McGuire,2001-02-05,Orlando City SC,USA,ST,1781,1.8697361033127458,1.2128017967434026,0.656934306569343,0.3011033127456485,0.08342560359348682,0.8590679393599102,0.10106681639528355,0.1329129702414374,0.4340162829870859,0.3853677709152162,0.15104941044357104,13.896687254351487,-0.6521033127456485,-0.035267265581134195,-0.018394160583941603,6.923076923076923,0.002501403705783268,-0.01011173498034812,2.1224031443009546,0.03212408759124088,0.001844469399213925,3.385738349241999,-0.03998708590679394,-0.006306569343065694,13.896687254351487,0.20842504211117352,0.019318921953958453,15.513756316676025,0.06708815272318921,0.00007074677147669849,1.8697361033127458,-4.6925,0.23488433464345876,-0.013578326782706342
Robert Taylor,Robert Taylor,1994-10-21,Inter Miami CF,Finland,W,1626,0.996309963099631,0.44280442804428044,0.22140221402214022,0.06958118081180811,0.006791512915129152,1.6051660516605166,0.2767527675276753,0.10866420664206643,0.17824538745387453,0.023457564575645757,0.03700738007380074,43.72693726937269,0.12013284132841327,-0.04911808118081182,-0.059031365313653134,16.54981549815498,-0.004433579335793358,-0.008407749077490775,1.2177121771217712,0.05105535055350554,0.0026125461254612545,6.808118081180812,0.01095940959409594,-0.0042509225092250925,43.72693726937269,0.08156457564575645,0.008817343173431734,37.19557195571956,0.019450184501845016,-0.014905904059040591,0.996309963099631,0.2747,0.10947785977859777,-0.0751660516605166
Xavier Arreaga,Xavier Arreaga,1994-09-28,Seattle Sounders FC,Ecuador,CB,434,1.0368663594470047,0,0,0.12544009216589863,-0.12544009216589863,0,0,0,0.12544009216589863,0,0.14024654377880186,42.71889400921659,0.9285552995391706,0.018705069124423965,0.009622119815668203,10.161290322580646,-0.0013894009216589862,-0.00226036866359447,2.0737327188940093,0.016610599078341014,-0.03942165898617512,8.294930875576037,0.061652073732718894,0.02882488479262673,42.71889400921659,0.045414746543778806,-0.01111520737327189,32.55760368663594,0.03512903225806451,0.006034562211981567,1.0368663594470047,2.1736,0.17612211981566822,-0.008315668202764977
Tomas Ostrak,Tomas Ostrak,2000-02-05,St. Louis City SC,Czech Republic,W,1337,2.1540762902019446,0.8077786088257293,0.20194465220643232,0.1623231114435303,0.051926701570680626,0.87509349289454,0.13462976813762154,0.07703515332834705,0.23935826477187733,0.018403889304412866,0.07731114435302917,26.11817501869858,-0.612854899027674,0.009848167539267016,0.002450261780104712,14.943904263275991,-0.0035676888556469707,-0.01087135377711294,2.1540762902019446,0.04390949887808527,-0.0011645474943904263,7.539267015706806,-0.005896783844427823,-0.01500448765893792,26.11817501869858,0.06976514584891548,-0.027713537771129396,24.63724756918474,0.05155646970830217,0.007458489154824235,2.1540762902019446,-2.3465,0.16561480927449515,-0.04484517576664174
Sebastián Driussi,Sebastián Driussi,1996-02-09,Austin FC,Argentina,AM,2549,2.683405256963515,1.0945468811298549,0.3883876029815614,0.3667720674774422,0.024418987838367986,0.6708513142408787,0.1412318556296587,0.12378265986661435,0.4905547273440565,0.23580423695566888,0.21720753236563356,30.75323656335818,-0.26791329933307184,-0.0022067477442134172,-0.006383679874460573,17.336210278540605,0.010680659081992937,0.0007803060023538643,1.8713220870929776,0.04721734013338564,0.007139270302079247,6.743821106316203,0.02339152608866222,0.015012946253432718,30.75323656335818,0.12828795606120047,0.013282856021969401,30.717928599450765,0.06968732836406434,0.01913338564142801,2.683405256963515,-0.8712000000000001,0.2770580619850922,0.04896508434680267
Enzo Copetti,Enzo Copetti,1996-01-15,Charlotte FC,Argentina,ST,2262,1.4721485411140585,0.6763925729442971,0.23872679045092837,0.20488328912466844,0.019161803713527853,0.6763925729442971,0,0.057139257294429716,0.2620185676392573,0.11711936339522545,0.10152254641909815,22.679045092838198,-1.7995981432360744,-0.0674681697612732,-0.0518474801061008,10.384615384615385,0.02470026525198939,0.012226790450928383,3.2625994694960214,0.029291777188328916,-0.0014602122015915122,3.8992042440318304,-0.05643899204244032,-0.024051724137931035,22.679045092838198,0.21005172413793102,0.024421750663129977,25.70291777188329,0.034862068965517246,-0.03138859416445623,1.4721485411140585,-7.9351,0.17499867374005304,-0.07209946949602122
